 host 	 metric 	 time 	 value 
 host25 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host25 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host25 	 m1 	 2019-10-19  07:13:44  +0000 	57.0
 host25 	 m1 	 2019-10-19  07:13:44  +0000 	61.0
 host25 	 m1 	 2019-10-19  07:13:44  +0000 	54.0
 host90 	 m2 	 2019-10-19  07:13:41  +0000 	990.0
 host90 	 m2 	 2019-10-19  07:13:42  +0000 	890.0
 host90 	 m2 	 2019-10-19  07:13:42  +0000 	790.0
 host90 	 m2 	 2019-10-19  07:13:42  +0000 	760.0
 host90 	 m2 	 2019-10-19  07:13:43  +0000 	690.0
 host90 	 m2 	 2019-10-19  07:13:43  +0000 	760.0
 host10 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host10 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host10 	 m3 	 2019-10-19  07:13:43  +0000 	7100.0
 host10 	 m3 	 2019-10-19  07:13:44  +0000 	6500.0
 host10 	 m3 	 2019-10-19  07:13:44  +0000 	5500.0
 host10 	 m3 	 2019-10-19  07:13:44  +0000 	5400.0
 host10 	 m3 	 2019-10-19  07:13:44  +0000 	4900.0
 host10 	 m3 	 2019-10-19  07:13:44  +0000 	4800.0
 host10 	 m3 	 2019-10-19  07:13:44  +0000 	4300.0
 host13 	 m3 	 2019-10-19  07:13:41  +0000 	9200.0
 host13 	 m3 	 2019-10-19  07:13:42  +0000 	9000.0
 host13 	 m3 	 2019-10-19  07:13:42  +0000 	7700.0
 host13 	 m3 	 2019-10-19  07:13:42  +0000 	7600.0
 host13 	 m3 	 2019-10-19  07:13:42  +0000 	7300.0
 host13 	 m3 	 2019-10-19  07:13:43  +0000 	7900.0
 host13 	 m3 	 2019-10-19  07:13:43  +0000 	7900.0
 host13 	 m3 	 2019-10-19  07:13:43  +0000 	8100.0
 host13 	 m3 	 2019-10-19  07:13:44  +0000 	5900.0
 host13 	 m3 	 2019-10-19  07:13:44  +0000 	5800.0
 host13 	 m3 	 2019-10-19  07:13:44  +0000 	5900.0
 host13 	 m3 	 2019-10-19  07:13:44  +0000 	5900.0
 host13 	 m3 	 2019-10-19  07:13:44  +0000 	5300.0
 host13 	 m3 	 2019-10-19  07:13:45  +0000 	4100.0
 host13 	 m3 	 2019-10-19  07:13:45  +0000 	3800.0
 host13 	 m1 	 2019-10-19  07:13:41  +0000 	92.0
 host13 	 m1 	 2019-10-19  07:13:42  +0000 	90.0
 host13 	 m1 	 2019-10-19  07:13:42  +0000 	77.0
 host13 	 m1 	 2019-10-19  07:13:42  +0000 	76.0
 host13 	 m1 	 2019-10-19  07:13:42  +0000 	73.0
 host13 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host13 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host13 	 m1 	 2019-10-19  07:13:43  +0000 	81.0
 host13 	 m1 	 2019-10-19  07:13:44  +0000 	59.0
 host13 	 m1 	 2019-10-19  07:13:44  +0000 	58.0
 host13 	 m1 	 2019-10-19  07:13:44  +0000 	59.0
 host13 	 m1 	 2019-10-19  07:13:44  +0000 	59.0
 host13 	 m1 	 2019-10-19  07:13:44  +0000 	53.0
 host13 	 m1 	 2019-10-19  07:13:45  +0000 	41.0
 host13 	 m1 	 2019-10-19  07:13:45  +0000 	38.0
 host14 	 m2 	 2019-10-19  07:13:41  +0000 	920.0
 host14 	 m2 	 2019-10-19  07:13:41  +0000 	910.0
 host14 	 m2 	 2019-10-19  07:13:42  +0000 	870.0
 host14 	 m2 	 2019-10-19  07:13:42  +0000 	790.0
 host14 	 m2 	 2019-10-19  07:13:42  +0000 	770.0
 host14 	 m2 	 2019-10-19  07:13:42  +0000 	770.0
 host14 	 m2 	 2019-10-19  07:13:42  +0000 	770.0
 host14 	 m2 	 2019-10-19  07:13:43  +0000 	750.0
 host14 	 m2 	 2019-10-19  07:13:43  +0000 	760.0
 host14 	 m2 	 2019-10-19  07:13:43  +0000 	760.0
 host14 	 m2 	 2019-10-19  07:13:43  +0000 	790.0
 host14 	 m2 	 2019-10-19  07:13:43  +0000 	810.0
 host14 	 m2 	 2019-10-19  07:13:45  +0000 	370.0
 host4 	 m1 	 2019-10-19  07:13:41  +0000 	93.0
 host4 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host4 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host4 	 m1 	 2019-10-19  07:13:43  +0000 	76.0
 host4 	 m1 	 2019-10-19  07:13:43  +0000 	70.0
 host4 	 m1 	 2019-10-19  07:13:43  +0000 	67.0
 host4 	 m1 	 2019-10-19  07:13:44  +0000 	68.0
 host4 	 m1 	 2019-10-19  07:13:44  +0000 	67.0
 host4 	 m1 	 2019-10-19  07:13:44  +0000 	62.0
 host4 	 m1 	 2019-10-19  07:13:45  +0000 	39.0
 host94 	 m3 	 2019-10-19  07:13:42  +0000 	8700.0
 host94 	 m3 	 2019-10-19  07:13:42  +0000 	8900.0
 host94 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host94 	 m3 	 2019-10-19  07:13:42  +0000 	7500.0
 host94 	 m3 	 2019-10-19  07:13:43  +0000 	7400.0
 host94 	 m3 	 2019-10-19  07:13:43  +0000 	7400.0
 host94 	 m3 	 2019-10-19  07:13:43  +0000 	7900.0
 host94 	 m3 	 2019-10-19  07:13:43  +0000 	7900.0
 host94 	 m3 	 2019-10-19  07:13:43  +0000 	8100.0
 host94 	 m3 	 2019-10-19  07:13:43  +0000 	8200.0
 host94 	 m3 	 2019-10-19  07:13:44  +0000 	5500.0
 host94 	 m3 	 2019-10-19  07:13:44  +0000 	5700.0
 host94 	 m3 	 2019-10-19  07:13:44  +0000 	5900.0
 host94 	 m3 	 2019-10-19  07:13:44  +0000 	5000.0
 host94 	 m3 	 2019-10-19  07:13:45  +0000 	3700.0
 host94 	 m3 	 2019-10-19  07:13:45  +0000 	3800.0
 host43 	 m2 	 2019-10-19  07:13:41  +0000 	990.0
 host43 	 m2 	 2019-10-19  07:13:43  +0000 	710.0
 host43 	 m2 	 2019-10-19  07:13:44  +0000 	650.0
 host43 	 m2 	 2019-10-19  07:13:44  +0000 	640.0
 host43 	 m2 	 2019-10-19  07:13:44  +0000 	490.0
 host43 	 m2 	 2019-10-19  07:13:44  +0000 	460.0
 host88 	 m1 	 2019-10-19  07:13:42  +0000 	89.0
 host88 	 m1 	 2019-10-19  07:13:42  +0000 	87.0
 host88 	 m1 	 2019-10-19  07:13:43  +0000 	73.0
 host88 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host88 	 m1 	 2019-10-19  07:13:43  +0000 	72.0
 host88 	 m1 	 2019-10-19  07:13:43  +0000 	71.0
 host88 	 m1 	 2019-10-19  07:13:43  +0000 	81.0
 host88 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host88 	 m1 	 2019-10-19  07:13:44  +0000 	70.0
 host88 	 m1 	 2019-10-19  07:13:44  +0000 	65.0
 host88 	 m1 	 2019-10-19  07:13:44  +0000 	58.0
 host88 	 m1 	 2019-10-19  07:13:44  +0000 	56.0
 host88 	 m1 	 2019-10-19  07:13:44  +0000 	53.0
 host0 	 m1 	 2019-10-19  07:13:43  +0000 	73.0
 host0 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host0 	 m1 	 2019-10-19  07:13:44  +0000 	59.0
 host0 	 m1 	 2019-10-19  07:13:44  +0000 	53.0
 host0 	 m1 	 2019-10-19  07:13:44  +0000 	49.0
 host43 	 m3 	 2019-10-19  07:13:41  +0000 	9900.0
 host43 	 m3 	 2019-10-19  07:13:43  +0000 	7100.0
 host43 	 m3 	 2019-10-19  07:13:44  +0000 	6500.0
 host43 	 m3 	 2019-10-19  07:13:44  +0000 	6400.0
 host43 	 m3 	 2019-10-19  07:13:44  +0000 	4900.0
 host43 	 m3 	 2019-10-19  07:13:44  +0000 	4600.0
 host61 	 m1 	 2019-10-19  07:13:41  +0000 	101.0
 host61 	 m1 	 2019-10-19  07:13:41  +0000 	93.0
 host61 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host61 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host61 	 m1 	 2019-10-19  07:13:43  +0000 	70.0
 host61 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host61 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host61 	 m1 	 2019-10-19  07:13:43  +0000 	70.0
 host61 	 m1 	 2019-10-19  07:13:44  +0000 	67.0
 host61 	 m1 	 2019-10-19  07:13:44  +0000 	42.0
 host61 	 m1 	 2019-10-19  07:13:45  +0000 	40.0
 host34 	 m2 	 2019-10-19  07:13:41  +0000 	1010.0
 host34 	 m2 	 2019-10-19  07:13:41  +0000 	930.0
 host34 	 m2 	 2019-10-19  07:13:42  +0000 	880.0
 host34 	 m2 	 2019-10-19  07:13:43  +0000 	810.0
 host34 	 m2 	 2019-10-19  07:13:44  +0000 	690.0
 host34 	 m2 	 2019-10-19  07:13:44  +0000 	560.0
 host34 	 m2 	 2019-10-19  07:13:44  +0000 	590.0
 host34 	 m2 	 2019-10-19  07:13:44  +0000 	510.0
 host86 	 m2 	 2019-10-19  07:13:41  +0000 	970.0
 host86 	 m2 	 2019-10-19  07:13:42  +0000 	880.0
 host86 	 m2 	 2019-10-19  07:13:42  +0000 	800.0
 host86 	 m2 	 2019-10-19  07:13:42  +0000 	780.0
 host86 	 m2 	 2019-10-19  07:13:42  +0000 	750.0
 host86 	 m2 	 2019-10-19  07:13:43  +0000 	750.0
 host86 	 m2 	 2019-10-19  07:13:43  +0000 	750.0
 host86 	 m2 	 2019-10-19  07:13:43  +0000 	720.0
 host86 	 m2 	 2019-10-19  07:13:43  +0000 	790.0
 host86 	 m2 	 2019-10-19  07:13:43  +0000 	780.0
 host86 	 m2 	 2019-10-19  07:13:44  +0000 	570.0
 host21 	 m3 	 2019-10-19  07:13:41  +0000 	9200.0
 host21 	 m3 	 2019-10-19  07:13:41  +0000 	9200.0
 host21 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host21 	 m3 	 2019-10-19  07:13:43  +0000 	7400.0
 host21 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host21 	 m3 	 2019-10-19  07:13:44  +0000 	6100.0
 host21 	 m3 	 2019-10-19  07:13:45  +0000 	3800.0
 host38 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host38 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host38 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host38 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host38 	 m3 	 2019-10-19  07:13:43  +0000 	7500.0
 host38 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host38 	 m3 	 2019-10-19  07:13:44  +0000 	6300.0
 host38 	 m3 	 2019-10-19  07:13:44  +0000 	5400.0
 host1 	 m1 	 2019-10-19  07:13:41  +0000 	97.0
 host1 	 m1 	 2019-10-19  07:13:42  +0000 	76.0
 host1 	 m1 	 2019-10-19  07:13:44  +0000 	69.0
 host1 	 m1 	 2019-10-19  07:13:44  +0000 	58.0
 host28 	 m3 	 2019-10-19  07:13:41  +0000 	9300.0
 host28 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host28 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host28 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host28 	 m3 	 2019-10-19  07:13:42  +0000 	7400.0
 host28 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host28 	 m3 	 2019-10-19  07:13:43  +0000 	7500.0
 host28 	 m3 	 2019-10-19  07:13:43  +0000 	8100.0
 host28 	 m3 	 2019-10-19  07:13:44  +0000 	5700.0
 host28 	 m3 	 2019-10-19  07:13:44  +0000 	5900.0
 host28 	 m3 	 2019-10-19  07:13:44  +0000 	5300.0
 host28 	 m3 	 2019-10-19  07:13:45  +0000 	4000.0
 host28 	 m3 	 2019-10-19  07:13:45  +0000 	4000.0
 host28 	 m3 	 2019-10-19  07:13:45  +0000 	3900.0
 host80 	 m3 	 2019-10-19  07:13:41  +0000 	9600.0
 host80 	 m3 	 2019-10-19  07:13:42  +0000 	8900.0
 host80 	 m3 	 2019-10-19  07:13:42  +0000 	8800.0
 host80 	 m3 	 2019-10-19  07:13:42  +0000 	8800.0
 host80 	 m3 	 2019-10-19  07:13:42  +0000 	8900.0
 host80 	 m3 	 2019-10-19  07:13:43  +0000 	7600.0
 host80 	 m3 	 2019-10-19  07:13:43  +0000 	7500.0
 host80 	 m3 	 2019-10-19  07:13:43  +0000 	7100.0
 host80 	 m3 	 2019-10-19  07:13:43  +0000 	7800.0
 host80 	 m3 	 2019-10-19  07:13:43  +0000 	7800.0
 host80 	 m3 	 2019-10-19  07:13:43  +0000 	7800.0
 host80 	 m3 	 2019-10-19  07:13:44  +0000 	6900.0
 host80 	 m3 	 2019-10-19  07:13:44  +0000 	5700.0
 host80 	 m3 	 2019-10-19  07:13:44  +0000 	4700.0
 host80 	 m3 	 2019-10-19  07:13:45  +0000 	4100.0
 host3 	 m2 	 2019-10-19  07:13:41  +0000 	920.0
 host3 	 m2 	 2019-10-19  07:13:42  +0000 	900.0
 host3 	 m2 	 2019-10-19  07:13:42  +0000 	780.0
 host3 	 m2 	 2019-10-19  07:13:42  +0000 	760.0
 host3 	 m2 	 2019-10-19  07:13:42  +0000 	750.0
 host3 	 m2 	 2019-10-19  07:13:43  +0000 	730.0
 host3 	 m2 	 2019-10-19  07:13:43  +0000 	810.0
 host3 	 m2 	 2019-10-19  07:13:44  +0000 	550.0
 host3 	 m2 	 2019-10-19  07:13:45  +0000 	380.0
 host3 	 m2 	 2019-10-19  07:13:45  +0000 	390.0
 host71 	 m3 	 2019-10-19  07:13:41  +0000 	10100.0
 host71 	 m3 	 2019-10-19  07:13:42  +0000 	8800.0
 host71 	 m3 	 2019-10-19  07:13:42  +0000 	8000.0
 host71 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host71 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host71 	 m3 	 2019-10-19  07:13:44  +0000 	6600.0
 host71 	 m3 	 2019-10-19  07:13:44  +0000 	5400.0
 host71 	 m3 	 2019-10-19  07:13:44  +0000 	5200.0
 host66 	 m1 	 2019-10-19  07:13:41  +0000 	92.0
 host66 	 m1 	 2019-10-19  07:13:42  +0000 	79.0
 host66 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host66 	 m1 	 2019-10-19  07:13:43  +0000 	73.0
 host66 	 m1 	 2019-10-19  07:13:43  +0000 	73.0
 host66 	 m1 	 2019-10-19  07:13:44  +0000 	69.0
 host66 	 m1 	 2019-10-19  07:13:44  +0000 	50.0
 host66 	 m1 	 2019-10-19  07:13:44  +0000 	48.0
 host86 	 m3 	 2019-10-19  07:13:41  +0000 	9700.0
 host86 	 m3 	 2019-10-19  07:13:42  +0000 	8800.0
 host86 	 m3 	 2019-10-19  07:13:42  +0000 	8000.0
 host86 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host86 	 m3 	 2019-10-19  07:13:42  +0000 	7500.0
 host86 	 m3 	 2019-10-19  07:13:43  +0000 	7500.0
 host86 	 m3 	 2019-10-19  07:13:43  +0000 	7500.0
 host86 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host86 	 m3 	 2019-10-19  07:13:43  +0000 	7900.0
 host86 	 m3 	 2019-10-19  07:13:43  +0000 	7800.0
 host86 	 m3 	 2019-10-19  07:13:44  +0000 	5700.0
 host49 	 m3 	 2019-10-19  07:13:41  +0000 	9100.0
 host49 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host49 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host49 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host49 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host49 	 m3 	 2019-10-19  07:13:43  +0000 	8100.0
 host49 	 m3 	 2019-10-19  07:13:43  +0000 	7000.0
 host49 	 m3 	 2019-10-19  07:13:43  +0000 	7100.0
 host49 	 m3 	 2019-10-19  07:13:44  +0000 	6000.0
 host49 	 m3 	 2019-10-19  07:13:44  +0000 	6000.0
 host49 	 m3 	 2019-10-19  07:13:44  +0000 	4600.0
 host49 	 m3 	 2019-10-19  07:13:44  +0000 	4000.0
 host49 	 m3 	 2019-10-19  07:13:45  +0000 	3900.0
 host49 	 m3 	 2019-10-19  07:13:45  +0000 	4000.0
 host49 	 m3 	 2019-10-19  07:13:45  +0000 	4000.0
 host21 	 m2 	 2019-10-19  07:13:41  +0000 	920.0
 host21 	 m2 	 2019-10-19  07:13:41  +0000 	920.0
 host21 	 m2 	 2019-10-19  07:13:42  +0000 	780.0
 host21 	 m2 	 2019-10-19  07:13:43  +0000 	740.0
 host21 	 m2 	 2019-10-19  07:13:43  +0000 	720.0
 host21 	 m2 	 2019-10-19  07:13:44  +0000 	610.0
 host21 	 m2 	 2019-10-19  07:13:45  +0000 	380.0
 host98 	 m3 	 2019-10-19  07:13:42  +0000 	8700.0
 host98 	 m3 	 2019-10-19  07:13:42  +0000 	8000.0
 host98 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host98 	 m3 	 2019-10-19  07:13:44  +0000 	7100.0
 host98 	 m3 	 2019-10-19  07:13:44  +0000 	6800.0
 host98 	 m3 	 2019-10-19  07:13:44  +0000 	6400.0
 host98 	 m3 	 2019-10-19  07:13:44  +0000 	5700.0
 host98 	 m3 	 2019-10-19  07:13:44  +0000 	5700.0
 host98 	 m3 	 2019-10-19  07:13:44  +0000 	4300.0
 host66 	 m3 	 2019-10-19  07:13:41  +0000 	9200.0
 host66 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host66 	 m3 	 2019-10-19  07:13:42  +0000 	7500.0
 host66 	 m3 	 2019-10-19  07:13:43  +0000 	7300.0
 host66 	 m3 	 2019-10-19  07:13:43  +0000 	7300.0
 host66 	 m3 	 2019-10-19  07:13:44  +0000 	6900.0
 host66 	 m3 	 2019-10-19  07:13:44  +0000 	5000.0
 host66 	 m3 	 2019-10-19  07:13:44  +0000 	4800.0
 host84 	 m1 	 2019-10-19  07:13:41  +0000 	99.0
 host84 	 m1 	 2019-10-19  07:13:41  +0000 	91.0
 host84 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host84 	 m1 	 2019-10-19  07:13:42  +0000 	78.0
 host84 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host84 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host84 	 m1 	 2019-10-19  07:13:42  +0000 	74.0
 host84 	 m1 	 2019-10-19  07:13:43  +0000 	72.0
 host84 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host84 	 m1 	 2019-10-19  07:13:43  +0000 	70.0
 host84 	 m1 	 2019-10-19  07:13:44  +0000 	56.0
 host84 	 m1 	 2019-10-19  07:13:44  +0000 	46.0
 host84 	 m1 	 2019-10-19  07:13:44  +0000 	43.0
 host84 	 m1 	 2019-10-19  07:13:45  +0000 	36.0
 host84 	 m1 	 2019-10-19  07:13:45  +0000 	38.0
 host84 	 m1 	 2019-10-19  07:13:45  +0000 	40.0
 host51 	 m1 	 2019-10-19  07:13:42  +0000 	89.0
 host51 	 m1 	 2019-10-19  07:13:42  +0000 	78.0
 host51 	 m1 	 2019-10-19  07:13:43  +0000 	70.0
 host51 	 m1 	 2019-10-19  07:13:43  +0000 	81.0
 host51 	 m1 	 2019-10-19  07:13:44  +0000 	61.0
 host51 	 m1 	 2019-10-19  07:13:44  +0000 	57.0
 host51 	 m1 	 2019-10-19  07:13:44  +0000 	44.0
 host55 	 m1 	 2019-10-19  07:13:41  +0000 	92.0
 host55 	 m1 	 2019-10-19  07:13:41  +0000 	91.0
 host55 	 m1 	 2019-10-19  07:13:41  +0000 	91.0
 host55 	 m1 	 2019-10-19  07:13:42  +0000 	89.0
 host55 	 m1 	 2019-10-19  07:13:43  +0000 	72.0
 host55 	 m1 	 2019-10-19  07:13:43  +0000 	76.0
 host55 	 m1 	 2019-10-19  07:13:43  +0000 	69.0
 host55 	 m1 	 2019-10-19  07:13:43  +0000 	76.0
 host44 	 m1 	 2019-10-19  07:13:41  +0000 	91.0
 host44 	 m1 	 2019-10-19  07:13:42  +0000 	77.0
 host44 	 m1 	 2019-10-19  07:13:42  +0000 	75.0
 host44 	 m1 	 2019-10-19  07:13:43  +0000 	74.0
 host44 	 m1 	 2019-10-19  07:13:43  +0000 	68.0
 host44 	 m1 	 2019-10-19  07:13:44  +0000 	62.0
 host44 	 m1 	 2019-10-19  07:13:44  +0000 	56.0
 host44 	 m1 	 2019-10-19  07:13:44  +0000 	60.0
 host44 	 m1 	 2019-10-19  07:13:44  +0000 	46.0
 host48 	 m1 	 2019-10-19  07:13:42  +0000 	81.0
 host48 	 m1 	 2019-10-19  07:13:42  +0000 	76.0
 host48 	 m1 	 2019-10-19  07:13:42  +0000 	76.0
 host48 	 m1 	 2019-10-19  07:13:43  +0000 	71.0
 host48 	 m1 	 2019-10-19  07:13:43  +0000 	78.0
 host48 	 m1 	 2019-10-19  07:13:44  +0000 	58.0
 host48 	 m1 	 2019-10-19  07:13:44  +0000 	56.0
 host48 	 m1 	 2019-10-19  07:13:44  +0000 	58.0
 host48 	 m1 	 2019-10-19  07:13:44  +0000 	55.0
 host43 	 m1 	 2019-10-19  07:13:41  +0000 	99.0
 host43 	 m1 	 2019-10-19  07:13:43  +0000 	71.0
 host43 	 m1 	 2019-10-19  07:13:44  +0000 	65.0
 host43 	 m1 	 2019-10-19  07:13:44  +0000 	64.0
 host43 	 m1 	 2019-10-19  07:13:44  +0000 	49.0
 host43 	 m1 	 2019-10-19  07:13:44  +0000 	46.0
 host87 	 m3 	 2019-10-19  07:13:41  +0000 	9600.0
 host87 	 m3 	 2019-10-19  07:13:42  +0000 	8900.0
 host87 	 m3 	 2019-10-19  07:13:42  +0000 	9000.0
 host87 	 m3 	 2019-10-19  07:13:42  +0000 	8900.0
 host87 	 m3 	 2019-10-19  07:13:43  +0000 	7300.0
 host87 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host87 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host87 	 m3 	 2019-10-19  07:13:43  +0000 	7500.0
 host87 	 m3 	 2019-10-19  07:13:44  +0000 	6500.0
 host87 	 m3 	 2019-10-19  07:13:44  +0000 	6000.0
 host87 	 m3 	 2019-10-19  07:13:45  +0000 	4300.0
 host8 	 m3 	 2019-10-19  07:13:41  +0000 	9000.0
 host8 	 m3 	 2019-10-19  07:13:41  +0000 	9100.0
 host8 	 m3 	 2019-10-19  07:13:42  +0000 	8900.0
 host8 	 m3 	 2019-10-19  07:13:42  +0000 	8800.0
 host8 	 m3 	 2019-10-19  07:13:42  +0000 	8800.0
 host8 	 m3 	 2019-10-19  07:13:42  +0000 	7500.0
 host8 	 m3 	 2019-10-19  07:13:42  +0000 	7500.0
 host8 	 m3 	 2019-10-19  07:13:43  +0000 	8000.0
 host8 	 m3 	 2019-10-19  07:13:43  +0000 	8100.0
 host8 	 m3 	 2019-10-19  07:13:43  +0000 	8200.0
 host8 	 m3 	 2019-10-19  07:13:44  +0000 	6100.0
 host8 	 m3 	 2019-10-19  07:13:44  +0000 	5800.0
 host8 	 m3 	 2019-10-19  07:13:44  +0000 	5300.0
 host8 	 m3 	 2019-10-19  07:13:45  +0000 	3900.0
 host8 	 m3 	 2019-10-19  07:13:45  +0000 	3900.0
 host58 	 m3 	 2019-10-19  07:13:41  +0000 	9100.0
 host58 	 m3 	 2019-10-19  07:13:42  +0000 	7900.0
 host58 	 m3 	 2019-10-19  07:13:42  +0000 	7800.0
 host58 	 m3 	 2019-10-19  07:13:42  +0000 	7500.0
 host58 	 m3 	 2019-10-19  07:13:43  +0000 	7200.0
 host58 	 m3 	 2019-10-19  07:13:43  +0000 	7400.0
 host58 	 m3 	 2019-10-19  07:13:43  +0000 	7300.0
 host58 	 m3 	 2019-10-19  07:13:43  +0000 	8000.0
 host58 	 m3 	 2019-10-19  07:13:43  +0000 	6900.0
 host58 	 m3 	 2019-10-19  07:13:44  +0000 	6900.0
 host58 	 m3 	 2019-10-19  07:13:44  +0000 	6300.0
 host58 	 m3 	 2019-10-19  07:13:44  +0000 	5800.0
 host58 	 m3 	 2019-10-19  07:13:44  +0000 	5100.0
 host58 	 m3 	 2019-10-19  07:13:45  +0000 	3800.0
 host78 	 m1 	 2019-10-19  07:13:42  +0000 	89.0
 host78 	 m1 	 2019-10-19  07:13:42  +0000 	88.0
 host78 	 m1 	 2019-10-19  07:13:42  +0000 	87.0
 host78 	 m1 	 2019-10-19  07:13:42  +0000 	80.0
 host78 	 m1 	 2019-10-19  07:13:43  +0000 	72.0
 host78 	 m1 	 2019-10-19  07:13:43  +0000 	77.0
 host78 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host78 	 m1 	 2019-10-19  07:13:43  +0000 	79.0
 host78 	 m1 	 2019-10-19  07:13:43  +0000 	81.0
 host78 	 m1 	 2019-10-19  07:13:43  +0000 	67.0
 host78 	 m1 	 2019-10-19  07:13:45  +0000 	38.0
 host65 	 m2 	 2019-10-19  07:13:41  +0000 	990.0
 host65 	 m2 	 2019-10-19  07:13:41  +0000 	930.0
 host65 	 m2 	 2019-10-19  07:13:42  +0000 	870.0
 host65 	 m2 	 2019-10-19  07:13:42  +0000 	790.0
 host65 	 m2 	 2019-10-19  07:13:42  +0000 	770.0
 host65 	 m2 	 2019-10-19  07:13:42  +0000 	740.0
 host65 	 m2 	 2019-10-19  07:13:44  +0000 	700.0
 host65 	 m2 	 2019-10-19  07:13:44  +0000 	700.0
 host65 	 m2 	 2019-10-19  07:13:44  +0000 	630.0
 host65 	 m2 	 2019-10-19  07:13:44  +0000 	570.0
 host65 	 m2 	 2019-10-19  07:13:44  +0000 	550.0
 host65 	 m2 	 2019-10-19  07:13:44  +0000 	470.0
 host4 	 m2 	 2019-10-19  07:13:41  +0000 	930.0
 host4 	 m2 	 2019-10-19  07:13:42  +0000 	750.0
 host4 	 m2 	 2019-10-19  07:13:43  +0000 	740.0
 host4 	 m2 	 2019-10-19  07:13:43  +0000 	760.0
 host4 	 m2 	 2019-10-19  07:13:43  +0000 	700.0
 host4 	 m2 	 2019-10-19  07:13:43  +0000 	670.0
 host4 	 m2 	 2019-10-19  07:13:44  +0000 	680.0
 host4 	 m2 	 2019-10-19  07:13:44  +0000 	670.0
 host4 	 m2 	 2019-10-19  07:13:44  +0000 	620.0
 host4 	 m2 	 2019-10-19  07:13:45  +0000 	390.0
 host56 	 m2 	 2019-10-19  07:13:43  +0000 	720.0
 host56 	 m2 	 2019-10-19  07:13:43  +0000 	810.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	570.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	520.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	510.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	500.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	460.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	450.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	440.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	420.0
 host56 	 m2 	 2019-10-19  07:13:44  +0000 	410.0
 host83 	 m2 	 2019-10-19  07:13:42  +0000 	880.0
 host83 	 m2 	 2019-10-19  07:13:42  +0000 	790.0
 host83 	 m2 	 2019-10-19  07:13:42  +0000 	780.0
 host83 	 m2 	 2019-10-19  07:13:43  +0000 	700.0
 host83 	 m2 	 2019-10-19  07:13:43  +0000 	740.0
 host83 	 m2 	 2019-10-19  07:13:44  +0000 	660.0
